"evals","secs","best","method"
17400,0.118000000000052,1.52278238535252,"hill"
17700,0.120000000000005,1.52278238535252,"hill"
18000,0.120999999999981,1.52417731936155,"hill"
18300,0.124000000000024,1.52417731936155,"hill"
18600,0.125999999999976,1.52417731936155,"hill"
18900,0.128000000000043,1.52417731936155,"hill"
19200,0.129999999999995,1.52463827285795,"hill"
19500,0.130999999999972,1.52463827285795,"hill"
19800,0.133000000000038,1.52463827285795,"hill"
20100,0.134999999999991,1.52463827285795,"hill"
20400,0.137000000000057,1.52463827285795,"hill"
20700,0.13900000000001,1.52463827285795,"hill"
21000,0.142000000000053,1.52463827285795,"hill"
21300,0.144000000000005,1.52463827285795,"hill"
21600,0.144999999999982,1.52463827285795,"hill"
21900,0.147000000000048,1.52463827285795,"hill"
22200,0.149000000000001,1.52463827285795,"hill"
22500,0.151000000000067,1.52463827285795,"hill"
22800,0.15300000000002,1.52463827285795,"hill"
23100,0.154999999999973,1.52463827285795,"hill"
23400,0.158000000000015,1.52463827285795,"hill"
23700,0.159999999999968,1.52463827285795,"hill"
24000,0.161000000000058,1.52463827285795,"hill"
24300,0.163000000000011,1.52463827285795,"hill"
24600,0.164999999999964,1.52463827285795,"hill"
24900,0.16700000000003,1.52627111054941,"hill"
25200,0.168999999999983,1.52627111054941,"hill"
25500,0.171000000000049,1.52627111054941,"hill"
25800,0.173000000000002,1.52627111054941,"hill"
26100,0.176000000000045,1.52627111054941,"hill"
26400,0.177000000000021,1.52627111054941,"hill"
26700,0.178999999999974,1.52627111054941,"hill"
27000,0.18100000000004,1.52627111054941,"hill"
27300,0.182999999999993,1.52627111054941,"hill"
27600,0.185000000000059,1.52627111054941,"hill"
27900,0.187000000000012,1.52627111054941,"hill"
28200,0.188999999999965,1.52627111054941,"hill"
28500,0.191000000000031,1.52627111054941,"hill"
28800,0.192999999999984,1.52627111054941,"hill"
29100,0.19500000000005,1.52627111054941,"hill"
29400,0.197000000000003,1.52627111054941,"hill"
29700,0.199000000000069,1.52627111054941,"hill"
30000,0.201000000000022,1.52627111054941,"hill"
30300,0.202999999999975,1.52627111054941,"hill"
30600,0.205000000000041,1.52627111054941,"hill"
30900,0.206000000000017,1.52627111054941,"hill"
31200,0.20900000000006,1.52627111054941,"hill"
31500,0.211000000000013,1.52627111054941,"hill"
31800,0.212999999999965,1.52627111054941,"hill"
32100,0.215000000000032,1.52627111054941,"hill"
32400,0.216999999999985,1.52627111054941,"hill"
32700,0.219000000000051,1.52627111054941,"hill"
33000,0.221000000000004,1.52627111054941,"hill"
33300,0.222999999999956,1.52627111054941,"hill"
33600,0.224000000000046,1.52627111054941,"hill"
33900,0.226999999999975,1.52627111054941,"hill"
34200,0.229000000000042,1.52627111054941,"hill"
34500,0.230999999999995,1.52627111054941,"hill"
34800,0.233000000000061,1.52627111054941,"hill"
35100,0.235000000000014,1.52627111054941,"hill"
35400,0.236999999999966,1.52627111054941,"hill"
35700,0.239000000000033,1.52627111054941,"hill"
36000,0.240999999999985,1.52627111054941,"hill"
36300,0.243000000000052,1.52627111054941,"hill"
36600,0.245999999999981,1.52627111054941,"hill"
36900,0.246999999999957,1.52627111054941,"hill"
37200,0.25,1.52627111054941,"hill"
37500,0.250999999999976,1.52627111054941,"hill"
37800,0.253000000000043,1.52627111054941,"hill"
38100,0.254999999999995,1.52627111054941,"hill"
38400,0.257000000000062,1.52627111054941,"hill"
38700,0.259000000000015,1.52627111054941,"hill"
39000,0.262000000000057,1.52627111054941,"hill"
39300,0.26400000000001,1.52627111054941,"hill"
39600,0.264999999999986,1.52627111054941,"hill"
39900,0.267000000000053,1.52627111054941,"hill"
40200,0.269000000000005,1.52627111054941,"hill"
40500,0.270999999999958,1.52627111054941,"hill"
40800,0.273000000000025,1.52627111054941,"hill"
